y_true,y_prob,prediction
1,0.5772741126485375,需人工確認
0,0.5295193901569972,需人工確認
0,0.43691485615510656,需人工確認
1,0.4864712655326115,需人工確認
1,0.5443606518866709,需人工確認
0,0.5165183645581933,需人工確認
1,0.5516074969727313,需人工確認
0,0.5050114648642706,需人工確認
0,0.49410626650005834,需人工確認
0,0.4414941555621793,需人工確認
0,0.6372886998140485,需人工確認
0,0.418538021774769,需人工確認
1,0.5961891927593829,需人工確認
1,0.5022801365305938,需人工確認
0,0.42374402519759313,需人工確認
0,0.4943195143628033,需人工確認
0,0.5147213182028662,需人工確認
0,0.5507572059596778,需人工確認
0,0.5415335517332622,需人工確認
1,0.47515587464306186,需人工確認
1,0.5330143176121033,需人工確認
1,0.495223563173891,需人工確認
1,0.5388192647982083,需人工確認
0,0.5912160588444417,需人工確認
1,0.497825655684444,需人工確認
1,0.4356330295037328,需人工確認
1,0.5335984558830111,需人工確認
1,0.6132795627709005,需人工確認
0,0.49986791216419524,需人工確認
1,0.46420225419300154,需人工確認
1,0.5049275211532183,需人工確認
0,0.4481620529897933,需人工確認
1,0.5325447873754908,需人工確認
1,0.6080538465700299,需人工確認
1,0.46863926845692966,需人工確認
1,0.5390126040132367,需人工確認
1,0.4455083109476879,需人工確認
1,0.5985205186630097,需人工確認
0,0.45385145930597676,需人工確認
0,0.36148009638508627,需人工確認
0,0.41158931466961973,需人工確認
1,0.5851776877143072,需人工確認
1,0.4812095406937158,需人工確認
0,0.44699131251873064,需人工確認
1,0.4841445837415321,需人工確認
1,0.5473408479002453,需人工確認
1,0.4748504963734274,需人工確認
0,0.4855846054483897,需人工確認
0,0.46311006658939785,需人工確認
1,0.5616150932599645,需人工確認
0,0.3086380760011608,需人工確認
1,0.49030746291742006,需人工確認
1,0.6068289379285055,需人工確認
0,0.3833308042752898,需人工確認
1,0.4879860509825756,需人工確認
1,0.4846790617570404,需人工確認
0,0.500379917923177,需人工確認
0,0.47961146460851256,需人工確認
0,0.6329922244253392,需人工確認
1,0.5826190763385282,需人工確認
1,0.48770788065204485,需人工確認
1,0.451665886368518,需人工確認
1,0.4689833407454855,需人工確認
0,0.4642013583673143,需人工確認
0,0.42285106878802775,需人工確認
1,0.6372425860176415,需人工確認
0,0.5662336612542878,需人工確認
1,0.460349122066996,需人工確認
0,0.38267545553371446,需人工確認
0,0.4417167479267319,需人工確認
0,0.4995598257560153,需人工確認
1,0.5278365900058418,需人工確認
1,0.5126360345672718,需人工確認
1,0.5484852614128777,需人工確認
1,0.4532898490300476,需人工確認
0,0.558331132965216,需人工確認
1,0.4847245755370317,需人工確認
1,0.5590312708859332,需人工確認
1,0.5015685851280159,需人工確認
1,0.5832659716284619,需人工確認
